2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:304 - Included router from endpoints.py
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: / - {'GET'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /process-audio - {'POST'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /debug/paths - {'GET'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/create - {'POST'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/list - {'GET'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/{user_id} - {'GET'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/{user_id}/update - {'POST'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /training/start - {'POST'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /training/{session_id}/upload - {'POST'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /training/{session_id}/complete - {'POST'}
2025-03-04 11:41:35.516 | INFO     | willspeak_server.api.server:<module>:307 - Route: /process-audio-for-user - {'POST'}
2025-03-04 11:41:35.520 | INFO     | willspeak_server.ml.model_integration:initialize_models:65 - Initializing speech enhancement models
2025-03-04 11:41:35.520 | INFO     | willspeak_server.ml.speech_enhancement_model:__init__:65 - Initialized SpeechEnhancementModel for user: default
2025-03-04 11:41:35.520 | WARNING  | willspeak_server.ml.speech_enhancement_model:load_model:147 - No pre-trained model found at C:\Users\jaxon\Documents\WillSpeak\src\main\python\willspeak_server\models\base_model
2025-03-04 11:41:35.520 | WARNING  | willspeak_server.ml.model_integration:initialize_models:72 - No pre-trained model found. Building new model.
2025-03-04 11:41:35.520 | INFO     | willspeak_server.ml.speech_enhancement_model:build_model:77 - Building model with input shape: (128, 128, 1)
2025-03-04 11:41:35.730 | INFO     | willspeak_server.ml.speech_enhancement_model:build_model:127 - Model built: None
2025-03-04 11:41:35.730 | INFO     | willspeak_server.ml.model_integration:initialize_models:75 - Speech enhancement models initialized
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:304 - Included router from endpoints.py
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: / - {'GET'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /process-audio - {'POST'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /debug/paths - {'GET'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/create - {'POST'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/list - {'GET'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/{user_id} - {'GET'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /user/{user_id}/update - {'POST'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /training/start - {'POST'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /training/{session_id}/upload - {'POST'}
2025-03-04 11:41:39.791 | INFO     | willspeak_server.api.server:<module>:307 - Route: /training/{session_id}/complete - {'POST'}
2025-03-04 11:41:39.793 | INFO     | willspeak_server.api.server:<module>:307 - Route: /process-audio-for-user - {'POST'}
2025-03-04 11:42:39.752 | INFO     | willspeak_server.api.endpoints:create_user:92 - Created user profile: GETTT (8d94f369-e7d3-4a6a-ab98-c566d039aa57)
2025-03-04 11:45:38.309 | INFO     | willspeak_server.api.endpoints:start_training_session:196 - Started training session 41484bcc-c241-4bd5-a8cd-0f011d739061 for user 8d94f369-e7d3-4a6a-ab98-c566d039aa57
2025-03-04 11:45:45.212 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 6c5a261f-5d1d-4c89-a469-3a908b09ff3f for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:45:48.854 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample b501d349-b8e5-4b70-b1b4-a7dd9c53eb0c for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:45:52.163 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 21558174-9cf8-4ff1-83ce-3fab2bff17c6 for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:45:56.161 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 8ad34c63-3287-49bf-9656-c2394e8c77d0 for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:45:59.515 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 5bbe25b3-b235-466f-9390-bf92432d5018 for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:46:03.415 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 13223054-82ec-478b-a520-f54cb9df3445 for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:46:06.859 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 07aa6c6f-eaf6-4ccb-a07d-ec2065b3e2ec for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:46:10.202 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 48bc136f-bde6-4f4b-9e77-e7ff3e8fcf32 for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:46:15.653 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample b80404f2-3c2b-4b69-a1c5-ad017ba215b7 for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:46:20.232 | INFO     | willspeak_server.api.endpoints:upload_training_sample:247 - Uploaded training sample 114be6b5-88df-4217-8d7d-57759f984842 for session 41484bcc-c241-4bd5-a8cd-0f011d739061
2025-03-04 11:46:20.238 | INFO     | willspeak_server.api.endpoints:complete_training_session:303 - Completed training session 41484bcc-c241-4bd5-a8cd-0f011d739061 for user 8d94f369-e7d3-4a6a-ab98-c566d039aa57, training started in background
2025-03-04 11:46:20.238 | INFO     | willspeak_server.ml.speech_enhancement_model:__init__:65 - Initialized SpeechEnhancementModel for user: 8d94f369-e7d3-4a6a-ab98-c566d039aa57
2025-03-04 11:46:20.238 | WARNING  | willspeak_server.ml.speech_enhancement_model:load_model:147 - No pre-trained model found at C:\Users\jaxon\Documents\WillSpeak\src\main\python\willspeak_server\models\user_8d94f369-e7d3-4a6a-ab98-c566d039aa57_model
2025-03-04 11:46:20.240 | INFO     | willspeak_server.ml.speech_enhancement_model:__init__:65 - Initialized SpeechEnhancementModel for user: default
2025-03-04 11:46:20.240 | WARNING  | willspeak_server.ml.speech_enhancement_model:load_model:147 - No pre-trained model found at C:\Users\jaxon\Documents\WillSpeak\src\main\python\willspeak_server\models\base_model
2025-03-04 11:46:20.240 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 1/10
2025-03-04 11:47:26.986 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 2/10
2025-03-04 11:47:26.995 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 3/10
2025-03-04 11:47:27.000 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 4/10
2025-03-04 11:47:27.007 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 5/10
2025-03-04 11:47:27.014 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 6/10
2025-03-04 11:47:27.021 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 7/10
2025-03-04 11:47:27.027 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 8/10
2025-03-04 11:47:27.032 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 9/10
2025-03-04 11:47:27.041 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:403 - Processing training pair 10/10
2025-03-04 11:47:27.048 | INFO     | willspeak_server.ml.speech_enhancement_model:prepare_training_data:439 - Prepared training data: (10, 128, 128, 1), (10, 128, 128, 1)
2025-03-04 11:47:27.048 | INFO     | willspeak_server.ml.model_integration:train_model:130 - Training model for user: 8d94f369-e7d3-4a6a-ab98-c566d039aa57
2025-03-04 11:47:27.048 | INFO     | willspeak_server.ml.speech_enhancement_model:build_model:77 - Building model with input shape: (128, 128, 1)
2025-03-04 11:47:27.236 | INFO     | willspeak_server.ml.speech_enhancement_model:build_model:127 - Model built: None
